Family,Source,Filename,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength
RF01720,Muscle,RF01720_muscle.fasta,0.785795,0.133523,0.080682,0.523306,0.692061,0.940966,0.736239,0.707273,110
RF01721,Muscle,RF01721_muscle.fasta,0.750911,0.191257,0.057832,0.338424,0.645758,0.899241,0.678604,0.657291,122
RF01722,Muscle,RF01722_muscle.fasta,0.678571,0.295635,0.025794,0.169516,0.800000,0.705360,0.685484,0.566327,63
RF01723,Muscle,RF01723_muscle.fasta,0.792049,0.121101,0.086850,0.548545,0.769637,0.943158,0.756173,0.694539,109
RF01724,Muscle,RF01724_muscle.fasta,0.753472,0.173611,0.072917,0.398456,0.740034,0.924673,0.720468,0.649884,96
RF01725,Muscle,RF01725_muscle.fasta,0.371026,0.244396,0.384578,-0.488384,0.795346,0.730176,0.700984,0.282045,165
RF01726,Muscle,RF01726_muscle.fasta,0.608858,0.140604,0.250539,0.208545,0.793985,0.821417,0.714782,0.548664,81
RF01727,Muscle,RF01727_muscle.fasta,0.695513,0.238960,0.065527,0.174804,0.841548,0.838607,0.704067,0.621929,52
RF01728,Muscle,RF01728_muscle.fasta,0.569642,0.255189,0.175169,-0.068436,0.843426,0.834350,0.632181,0.446243,186
RF01729,Muscle,RF01729_muscle.fasta,0.747354,0.203246,0.049400,0.331328,0.704724,0.931544,0.691595,0.642555,109
RF01730,Muscle,RF01730_muscle.fasta,0.610417,0.114583,0.275000,0.474840,0.859349,0.835411,0.768067,0.489211,120
RF01731,Muscle,RF01731_muscle.fasta,0.544255,0.327881,0.127865,-0.274068,0.790290,0.768665,0.582627,0.418871,184
RF01732,Muscle,RF01732_muscle.fasta,0.659687,0.195812,0.144501,0.259581,0.867027,0.880788,0.710626,0.553279,171
RF01733,Muscle,RF01733_muscle.fasta,0.748711,0.188144,0.063144,0.310502,0.868428,0.938277,0.697917,0.605670,97
RF01734,Muscle,RF01734_muscle.fasta,0.377621,0.274961,0.347419,-0.424493,0.900435,0.841708,0.732507,0.307026,106
RF01735,Muscle,RF01735_muscle.fasta,0.781395,0.150904,0.067700,0.390563,0.817883,0.926485,0.779687,0.696552,129
RF01736,Muscle,RF01736_muscle.fasta,0.728239,0.203947,0.067814,0.285664,0.731152,0.909897,0.653591,0.626771,152
RF01737,Muscle,RF01737_muscle.fasta,0.795213,0.202128,0.002660,0.282613,0.000000,0.944570,0.711957,0.663374,47
RF01738,Muscle,RF01738_muscle.fasta,0.718552,0.236199,0.045249,0.210225,0.737509,0.888855,0.603860,0.615385,65
RF01739,Muscle,RF01739_muscle.fasta,0.272151,0.104619,0.623229,-0.243736,0.896607,0.861137,0.874919,0.234804,152
RF01740,Muscle,RF01740_muscle.fasta,0.719136,0.240741,0.040123,0.211030,0.442150,0.902979,0.639201,0.612491,90
RF01742,Muscle,RF01742_muscle.fasta,0.877457,0.099607,0.022936,0.681448,0.000000,0.964262,0.812831,0.824781,109
RF01743,Muscle,RF01743_muscle.fasta,0.768681,0.177388,0.053931,0.490351,0.866707,0.931130,0.703922,0.668778,171
RF01744,Muscle,RF01744_muscle.fasta,0.781977,0.186047,0.031977,0.466881,0.654654,0.906268,0.657353,0.693937,86
RF01745,Muscle,RF01745_muscle.fasta,0.638991,0.186994,0.174015,0.009692,0.800254,0.930422,0.748250,0.530675,233
RF01746,Muscle,RF01746_muscle.fasta,0.509171,0.318342,0.172487,-0.242834,0.814338,0.808950,0.631467,0.407632,126
RF01747,Muscle,RF01747_muscle.fasta,0.716138,0.213360,0.070503,0.233073,0.708028,0.948184,0.751075,0.637539,63
RF01748,Muscle,RF01748_muscle.fasta,0.424487,0.109604,0.465909,0.520183,0.928070,0.841124,0.793845,0.345992,88
RF01749,Muscle,RF01749_muscle.fasta,0.455952,0.240561,0.303487,-0.132161,0.817700,0.772409,0.661642,0.345040,131
RF01750,Muscle,RF01750_muscle.fasta,0.337359,0.201112,0.461529,-0.405684,0.898591,0.799909,0.782106,0.268356,175
RF01751,Muscle,RF01751_muscle.fasta,0.771873,0.109177,0.118950,0.479691,0.542367,0.936962,0.776112,0.709516,79
RF01752,Muscle,RF01752_muscle.fasta,0.761290,0.139535,0.099175,0.465624,0.787221,0.949855,0.732891,0.690563,215
RF01753,Muscle,RF01753_muscle.fasta,0.817905,0.168622,0.013472,0.456849,-0.026316,0.952928,0.736516,0.754066,59
RF01754,Muscle,RF01754_muscle.fasta,0.584498,0.245163,0.170339,-0.098343,0.674007,0.837670,0.586332,0.462720,176
RF01755,Muscle,RF01755_muscle.fasta,0.776654,0.179228,0.044118,0.375574,0.584671,0.918480,0.681944,0.683272,136
RF01756,Muscle,RF01756_muscle.fasta,0.660305,0.120706,0.218989,0.515766,0.923112,0.922107,0.786193,0.548558,393
RF01757,Muscle,RF01757_muscle.fasta,0.815054,0.122581,0.062366,0.630860,0.954415,0.893912,0.780303,0.727312,155
RF01758,Muscle,RF01758_muscle.fasta,0.769565,0.175448,0.054987,0.425639,0.799727,0.929823,0.691754,0.679604,230
RF01759,Muscle,RF01759_muscle.fasta,0.833333,0.087719,0.078947,0.662237,0.674215,0.945209,0.754815,0.759890,76
RF01760,Muscle,RF01760_muscle.fasta,0.729346,0.176922,0.093732,0.240122,0.763450,0.917575,0.715667,0.617196,111
RF01761,Muscle,RF01761_muscle.fasta,0.651884,0.206222,0.141894,0.087081,0.736811,0.862282,0.678548,0.559166,114
RF01762,Muscle,RF01762_muscle.fasta,0.784461,0.195489,0.020050,0.394680,1.000000,0.883853,0.693878,0.700790,57
RF01763,Muscle,RF01763_muscle.fasta,0.553540,0.221297,0.225164,0.073497,0.838124,0.845087,0.678711,0.470405,82
RF01764,Muscle,RF01764_muscle.fasta,0.504520,0.162831,0.332648,0.061932,0.861406,0.847819,0.745347,0.421332,157
RF01766,Muscle,RF01766_muscle.fasta,0.756268,0.149430,0.094302,0.394981,0.846852,0.954633,0.763883,0.647395,468
RF01767,Muscle,RF01767_muscle.fasta,0.521290,0.176129,0.302581,0.174045,0.808881,0.838851,0.747967,0.419086,124
RF01768,Muscle,RF01768_muscle.fasta,0.910138,0.089862,0.000000,0.761252,0.000000,0.992271,0.873536,0.870200,62
RF01769,Muscle,RF01769_muscle.fasta,0.790937,0.168125,0.040938,0.418016,0.730011,0.945119,0.731969,0.708047,128
RF01770,Muscle,RF01770_muscle.fasta,0.571199,0.174788,0.254012,0.173273,0.795669,0.852297,0.741921,0.484337,149
RF01771,Muscle,RF01771_muscle.fasta,0.797822,0.167461,0.034717,0.416038,0.847222,0.955859,0.768544,0.702973,113
RF01772,Muscle,RF01772_muscle.fasta,0.666667,0.224294,0.109040,0.235730,0.784600,0.853888,0.679772,0.562873,118
RF01773,Muscle,RF01773_muscle.fasta,0.810552,0.111111,0.078337,0.623121,0.917708,0.954606,0.801127,0.713229,139
RF01774,Muscle,RF01774_muscle.fasta,0.874008,0.048611,0.077381,0.804846,1.000000,0.961287,0.844156,0.816138,144
RF01775,Muscle,RF01775_muscle.fasta,0.821650,0.108252,0.070098,0.616489,0.743041,0.941104,0.775893,0.730257,161
RF01776,Muscle,RF01776_muscle.fasta,0.727632,0.201316,0.071053,0.304993,0.717024,0.862905,0.656915,0.625702,95
RF01778,Muscle,RF01778_muscle.fasta,0.843117,0.067814,0.089069,0.685441,0.954801,0.973988,0.835456,0.756916,152
RF01781,Muscle,RF01781_muscle.fasta,0.875000,0.124434,0.000566,0.512740,0.000000,1.000000,0.797933,0.799276,68
RF01782,Muscle,RF01782_muscle.fasta,0.807692,0.146021,0.046287,0.444137,0.801497,0.956543,0.741609,0.736500,78
RF01784,Muscle,RF01784_muscle.fasta,0.935714,0.063095,0.001190,0.784542,0.000000,0.993119,0.908213,0.896537,70
RF01786,Muscle,RF01786_muscle.fasta,0.521663,0.277952,0.200384,0.000269,0.740598,0.828982,0.635273,0.428616,106
RF01787,Muscle,RF01787_muscle.fasta,0.748823,0.158556,0.092622,0.530884,0.859787,0.941174,0.723810,0.645735,91
RF01788,Muscle,RF01788_muscle.fasta,0.787560,0.125359,0.087081,0.604792,0.949370,0.934111,0.743269,0.667464,209
RF01790,Muscle,RF01790_muscle.fasta,0.886628,0.113372,0.000000,0.707651,0.000000,0.945686,0.875000,0.844684,43
RF01791,Muscle,RF01791_muscle.fasta,0.786017,0.186441,0.027542,0.397708,0.000000,0.905035,0.691810,0.702684,59
RF01792,Muscle,RF01792_muscle.fasta,0.954286,0.045714,0.000000,0.875523,0.000000,1.000000,0.905882,0.925714,35
RF01793,Muscle,RF01793_muscle.fasta,0.680490,0.255363,0.064147,0.098554,0.791417,0.860059,0.598419,0.585017,55
RF01794,Muscle,RF01794_muscle.fasta,0.511654,0.215444,0.272902,-0.073802,0.783608,0.807104,0.683794,0.388966,223
RF01796,Muscle,RF01796_muscle.fasta,0.777672,0.129294,0.093034,0.533364,0.725883,0.928265,0.744231,0.694784,131
RF01797,Muscle,RF01797_muscle.fasta,0.762577,0.161077,0.076346,0.412159,0.765596,0.900043,0.690731,0.667381,103
RF01802,Muscle,RF01802_muscle.fasta,0.765517,0.124138,0.110345,0.695425,1.000000,0.797661,0.810764,0.633333,145
RF01803,Muscle,RF01803_muscle.fasta,0.887464,0.112179,0.000356,0.628069,0.000000,0.951849,0.777576,0.844687,54
RF01804,Muscle,RF01804_muscle.fasta,0.925424,0.071186,0.003390,0.823873,0.000000,0.979262,0.910345,0.891525,59
RF01807,Muscle,RF01807_muscle.fasta,0.750420,0.145784,0.103796,0.416757,0.822638,0.949002,0.791498,0.635091,229
RF01808,Muscle,RF01808_muscle.fasta,0.789655,0.163054,0.047291,0.458694,0.688911,0.937376,0.736634,0.691626,203
RF01809,Muscle,RF01809_muscle.fasta,0.828205,0.159615,0.012179,0.507847,0.076472,0.946938,0.725974,0.769231,78
RF01810,Muscle,RF01810_muscle.fasta,0.962903,0.037097,0.000000,0.848695,0.000000,1.000000,0.924590,0.931183,62
RF01811,Muscle,RF01811_muscle.fasta,0.811688,0.122565,0.065747,0.582836,0.596745,0.939839,0.738487,0.738528,77
RF01813,Muscle,RF01813_muscle.fasta,0.885476,0.089552,0.024971,0.671752,0.900047,0.963034,0.840909,0.833198,67
RF01814,Muscle,RF01814_muscle.fasta,0.798173,0.137043,0.064784,0.486673,0.946964,0.908726,0.811765,0.701891,86
RF01815,Muscle,RF01815_muscle.fasta,0.632812,0.265625,0.101562,0.207077,0.962201,0.703011,0.644654,0.411458,160
RF01816,Muscle,RF01816_muscle.fasta,0.712355,0.191120,0.096525,0.365001,0.803810,0.909936,0.674441,0.573037,148
RF01819,Muscle,RF01819_muscle.fasta,0.814904,0.092548,0.092548,0.673935,0.925594,0.942269,0.821860,0.738152,208
RF01820,Muscle,RF01820_muscle.fasta,0.727513,0.148148,0.124339,0.444178,0.824024,0.934950,0.766400,0.622978,126
RF01821,Muscle,RF01821_muscle.fasta,0.804478,0.132836,0.062687,0.555018,1.000000,0.946591,0.790977,0.679851,134
RF01823,Muscle,RF01823_muscle.fasta,0.861702,0.074468,0.063830,0.747851,0.889443,0.940776,0.808244,0.789362,94
RF01824,Muscle,RF01824_muscle.fasta,0.807891,0.110988,0.081121,0.614762,0.930775,0.948940,0.802291,0.667552,452
RF01825,Muscle,RF01825_muscle.fasta,0.751129,0.167596,0.081275,0.479796,0.928761,0.950394,0.736436,0.605046,753
RF01826,Muscle,RF01826_muscle.fasta,0.795031,0.132505,0.072464,0.626284,0.821064,0.943333,0.771008,0.696342,69
RF01827,Muscle,RF01827_muscle.fasta,0.937607,0.050427,0.011966,0.810518,0.763523,0.994728,0.918755,0.898006,90
RF01830,Muscle,RF01830_muscle.fasta,0.713472,0.133302,0.153226,0.341820,0.803731,0.910061,0.772597,0.614858,124
RF01831,Muscle,RF01831_muscle.fasta,0.438355,0.215921,0.345724,-0.026171,0.826480,0.732426,0.722914,0.361566,152
RF01832,Muscle,RF01832_muscle.fasta,0.863722,0.104323,0.031955,0.630013,0.000000,0.965225,0.816190,0.802921,76
RF01833,Muscle,RF01833_muscle.fasta,0.945455,0.054545,0.000000,0.845632,0.000000,0.981492,0.907407,0.903030,55
RF01834,Muscle,RF01834_muscle.fasta,0.960000,0.040000,0.000000,0.882638,0.000000,1.000000,0.917647,0.931429,35
RF01835,Muscle,RF01835_muscle.fasta,0.906433,0.091228,0.002339,0.694477,0.000000,0.989275,0.837321,0.863158,45
RF01836,Muscle,RF01836_muscle.fasta,0.918519,0.081481,0.000000,0.761126,0.000000,1.000000,0.861538,0.862963,27
RF01838,Muscle,RF01838_muscle.fasta,0.790244,0.180488,0.029268,0.443184,1.000000,0.941377,0.797531,0.663415,82
RF01839,Muscle,RF01839_muscle.fasta,0.954338,0.038813,0.006849,0.864313,1.000000,1.000000,0.918981,0.914155,73
RF01840,Muscle,RF01840_muscle.fasta,0.917989,0.082011,0.000000,0.736481,0.000000,0.981272,0.888140,0.881359,54
RF01841,Muscle,RF01841_muscle.fasta,0.919718,0.076056,0.004225,0.761116,1.000000,0.981805,0.850000,0.877621,71
RF01843,Muscle,RF01843_muscle.fasta,0.956250,0.043750,0.000000,0.889154,0.000000,0.977041,0.942308,0.929167,40
RF01844,Muscle,RF01844_muscle.fasta,0.599171,0.279769,0.121059,-0.065111,0.585361,0.763166,0.602368,0.494578,91
RF01845,Muscle,RF01845_muscle.fasta,0.535923,0.196491,0.267586,0.070644,0.877711,0.833580,0.719983,0.387970,342
RF01846,Muscle,RF01846_muscle.fasta,0.445144,0.194513,0.360343,0.006654,0.885897,0.800678,0.739474,0.338735,457
RF01847,Muscle,RF01847_muscle.fasta,0.679677,0.219937,0.100387,0.133079,0.842337,0.901273,0.685381,0.561472,237
RF01848,Muscle,RF01848_muscle.fasta,0.474235,0.266837,0.258929,-0.185424,0.916653,0.710325,0.666667,0.316572,280
RF01849,Muscle,RF01849_muscle.fasta,0.410046,0.180806,0.409148,-0.133897,0.884147,0.830538,0.753193,0.323463,623
RF01850,Muscle,RF01850_muscle.fasta,0.681319,0.172684,0.145997,0.433287,0.966909,0.895449,0.759150,0.531005,364
RF01851,Muscle,RF01851_muscle.fasta,0.786021,0.105538,0.108441,0.541277,0.927463,0.965933,0.825996,0.708053,319
RF01852,Muscle,RF01852_muscle.fasta,0.599103,0.299832,0.101065,-0.110986,0.686297,0.793955,0.618019,0.499120,101
RF01853,Muscle,RF01853_muscle.fasta,0.712252,0.224865,0.062883,0.194111,0.722591,0.909934,0.659455,0.617753,111
RF01854,Muscle,RF01854_muscle.fasta,0.596387,0.116568,0.287044,0.423331,0.957788,0.873744,0.827130,0.418240,272
RF01855,Muscle,RF01855_muscle.fasta,0.663990,0.225505,0.110505,0.143062,0.832122,0.879324,0.639564,0.552775,330
RF01856,Muscle,RF01856_muscle.fasta,0.369548,0.220288,0.410164,-0.248803,0.958934,0.785652,0.774543,0.192877,294
RF01857,Muscle,RF01857_muscle.fasta,0.592206,0.312604,0.095191,-0.199896,0.842809,0.833029,0.621535,0.463694,335
RF01858,Muscle,RF01858_muscle.fasta,0.991597,0.008403,0.000000,0.977962,0.000000,0.996138,0.983051,0.985994,119
RF01859,Muscle,RF01859_muscle.fasta,0.672334,0.212274,0.115392,0.098283,0.581849,0.901460,0.674942,0.559391,140
RF01860,Muscle,RF01860_muscle.fasta,0.822917,0.135417,0.041667,0.579899,0.672076,0.918693,0.771930,0.727778,96
RF01861,Muscle,RF01861_muscle.fasta,0.799242,0.174242,0.026515,0.530835,1.000000,0.840300,0.726923,0.671717,66
RF01862,Muscle,RF01862_muscle.fasta,0.771429,0.192857,0.035714,0.479073,1.000000,0.841221,0.815217,0.630952,70
RF01864,Muscle,RF01864_muscle.fasta,0.868333,0.106667,0.025000,0.708327,1.000000,0.909278,0.808725,0.790000,150
RF01865,Muscle,RF01865_muscle.fasta,0.769366,0.139085,0.091549,0.642997,1.000000,0.842310,0.792553,0.638498,142
RF01866,Muscle,RF01866_muscle.fasta,0.816129,0.069355,0.114516,0.761207,0.913720,0.942917,0.853659,0.704839,124
RF01867,Muscle,RF01867_muscle.fasta,0.639053,0.188609,0.172337,0.301092,0.876844,0.870976,0.716834,0.520217,208
RF01871,Muscle,RF01871_muscle.fasta,0.754295,0.081728,0.163977,0.577857,0.721666,0.946161,0.806197,0.670289,113
RF01872,Muscle,RF01872_muscle.fasta,0.918730,0.073651,0.007619,0.699764,1.000000,0.995583,0.886538,0.861769,105
RF01873,Muscle,RF01873_muscle.fasta,0.861590,0.060824,0.077586,0.708252,0.921569,0.967427,0.838164,0.804260,116
RF01874,Muscle,RF01874_muscle.fasta,0.880420,0.066434,0.053147,0.709941,0.784722,0.969959,0.826761,0.819580,143
RF01875,Muscle,RF01875_muscle.fasta,0.859577,0.046353,0.094070,0.816224,0.862039,0.966302,0.875857,0.805556,163
RF01876,Muscle,RF01876_muscle.fasta,0.887209,0.047674,0.065116,0.818331,0.750135,0.957825,0.868235,0.818346,86
RF01877,Muscle,RF01877_muscle.fasta,0.830710,0.080247,0.089043,0.648234,0.864792,0.965742,0.814666,0.747798,405
RF01879,Muscle,RF01879_muscle.fasta,0.861573,0.063596,0.074831,0.686043,0.881366,0.983691,0.849944,0.804963,178
RF01880,Muscle,RF01880_muscle.fasta,0.819444,0.125479,0.055077,0.442991,0.836182,0.978057,0.783430,0.711186,87
RF01881,Muscle,RF01881_muscle.fasta,0.916220,0.074961,0.008819,0.699969,1.000000,0.996361,0.859365,0.866850,127
RF01882,Muscle,RF01882_muscle.fasta,0.832753,0.049652,0.117596,0.751334,0.806709,0.953305,0.828513,0.779007,164
RF01883,Muscle,RF01883_muscle.fasta,0.839572,0.054664,0.105764,0.748898,0.885379,0.958657,0.829532,0.779412,99
RF01884,Muscle,RF01884_muscle.fasta,0.875103,0.057407,0.067490,0.718490,0.894273,0.987229,0.887371,0.822038,162
RF01885,Muscle,RF01885_muscle.fasta,0.932939,0.052268,0.014793,0.833245,0.843274,0.993968,0.915085,0.899244,78
RF01886,Muscle,RF01886_muscle.fasta,0.866304,0.083696,0.050000,0.734857,0.960627,0.951756,0.836264,0.804106,92
RF01887,Muscle,RF01887_muscle.fasta,0.931502,0.048352,0.020147,0.777872,0.894374,0.992399,0.896501,0.880063,182
RF01888,Muscle,RF01888_muscle.fasta,0.910451,0.063357,0.026191,0.705445,0.935415,0.991603,0.860150,0.850198,211
RF01891,Muscle,RF01891_muscle.fasta,0.855643,0.068570,0.075787,0.650620,0.830995,0.970698,0.823452,0.791966,254
RF01892,Muscle,RF01892_muscle.fasta,0.878936,0.066809,0.054255,0.678714,0.772591,0.981137,0.828021,0.813493,188
RF01894,Muscle,RF01894_muscle.fasta,0.905896,0.056604,0.037500,0.747603,0.890771,0.984295,0.871631,0.856815,424
RF01895,Muscle,RF01895_muscle.fasta,0.621377,0.170089,0.208535,0.285035,0.902277,0.844074,0.754986,0.534819,92
RF01896,Muscle,RF01896_muscle.fasta,0.847894,0.056254,0.095852,0.774301,0.887956,0.989479,0.884579,0.761977,86
RF01897,Muscle,RF01897_muscle.fasta,0.936012,0.013393,0.050595,0.941823,0.925677,0.994373,0.964608,0.885813,84
RF01898,Muscle,RF01898_muscle.fasta,0.830199,0.056949,0.112853,0.722115,0.855497,0.959466,0.855180,0.758521,87
RF01899,Muscle,RF01899_muscle.fasta,0.961477,0.035313,0.003210,0.891402,0.000000,1.000000,0.948052,0.935259,89
RF01900,Muscle,RF01900_muscle.fasta,0.833333,0.095238,0.071429,0.715504,0.958294,0.953450,0.821892,0.744811,78
RF01901,Muscle,RF01901_muscle.fasta,0.947811,0.042929,0.009259,0.851996,0.000000,0.990532,0.917517,0.921335,99
RF01902,Muscle,RF01902_muscle.fasta,0.929339,0.012289,0.058372,0.950699,0.988564,1.000000,0.970497,0.864311,93
RF01903,Muscle,RF01903_muscle.fasta,0.663534,0.065789,0.270677,0.723388,0.911401,0.957156,0.860597,0.600132,112
RF01904,Muscle,RF01904_muscle.fasta,0.945946,0.051051,0.003003,0.819294,0.000000,0.986301,0.901235,0.912162,37
RF01905,Muscle,RF01905_muscle.fasta,0.896465,0.060606,0.042929,0.740221,0.780000,0.982276,0.856594,0.842172,72
RF01906,Muscle,RF01906_muscle.fasta,0.906471,0.072353,0.021176,0.696440,0.531250,0.990338,0.853832,0.848971,100
RF01909,Muscle,RF01909_muscle.fasta,0.839740,0.109870,0.050390,0.507602,0.905588,0.979020,0.765752,0.744502,154
RF01911,Muscle,RF01911_muscle.fasta,0.693985,0.184211,0.121805,0.363160,0.916373,0.932895,0.758881,0.544110,190
RF01912,Muscle,RF01912_muscle.fasta,0.875000,0.108824,0.016176,0.571741,1.000000,0.989805,0.846726,0.780252,85
RF01913,Muscle,RF01913_muscle.fasta,0.977737,0.020408,0.001855,0.914718,0.000000,1.000000,0.968045,0.956092,77
RF01914,Muscle,RF01914_muscle.fasta,0.688604,0.162921,0.148475,0.431922,0.905867,0.878221,0.718344,0.598469,89
RF01915,Muscle,RF01915_muscle.fasta,0.774303,0.085376,0.140321,0.640140,0.961629,0.964124,0.828205,0.648493,91
RF01916,Muscle,RF01916_muscle.fasta,0.834495,0.123693,0.041812,0.622600,0.851640,0.956494,0.814815,0.763647,82
RF01917,Muscle,RF01917_muscle.fasta,0.935354,0.024242,0.040404,0.923774,1.000000,0.978694,0.934694,0.907071,99
RF01918,Muscle,RF01918_muscle.fasta,0.939487,0.021538,0.038974,0.917301,0.954950,1.000000,0.950104,0.898291,75
RF01919,Muscle,RF01919_muscle.fasta,0.862069,0.113793,0.024138,0.584044,0.933333,0.977916,0.802326,0.768072,87
RF01920,Muscle,RF01920_muscle.fasta,0.952941,0.042647,0.004412,0.836753,0.000000,1.000000,0.915179,0.914706,85
RF01921,Muscle,RF01921_muscle.fasta,0.981609,0.016092,0.002299,0.952875,1.000000,0.994623,0.966279,0.971903,87
RF01922,Muscle,RF01922_muscle.fasta,0.938272,0.060185,0.001543,0.784873,0.000000,1.000000,0.925000,0.892416,81
RF01923,Muscle,RF01923_muscle.fasta,0.913043,0.065217,0.021739,0.796051,0.938743,0.965128,0.882353,0.857005,69
RF01924,Muscle,RF01924_muscle.fasta,0.933902,0.063966,0.002132,0.759614,0.000000,1.000000,0.893939,0.879176,67
RF01925,Muscle,RF01925_muscle.fasta,0.935065,0.062338,0.002597,0.781450,0.000000,1.000000,0.895151,0.884416,110
RF01926,Muscle,RF01926_muscle.fasta,0.648324,0.241619,0.110057,0.158484,0.821580,0.822933,0.673274,0.540164,93
RF01927,Muscle,RF01927_muscle.fasta,0.698592,0.243662,0.057746,0.276039,0.878664,0.885993,0.641135,0.538732,142
RF01929,Muscle,RF01929_muscle.fasta,0.876812,0.054348,0.068841,0.803488,0.908114,0.953591,0.864469,0.812319,92
RF01930,Muscle,RF01930_muscle.fasta,0.879570,0.086022,0.034409,0.720978,0.678571,0.973317,0.813043,0.796774,93
RF01931,Muscle,RF01931_muscle.fasta,0.880435,0.105072,0.014493,0.689761,1.000000,0.956599,0.841241,0.786232,138
RF01932,Muscle,RF01932_muscle.fasta,0.823423,0.124324,0.052252,0.628546,0.964761,0.955383,0.794545,0.718919,111
RF01933,Muscle,RF01933_muscle.fasta,0.965517,0.020690,0.013793,0.933471,0.000000,0.991763,0.940351,0.944828,58
RF01934,Muscle,RF01934_muscle.fasta,0.895833,0.076389,0.027778,0.769984,1.000000,0.961122,0.864912,0.843750,96
RF01936,Muscle,RF01936_muscle.fasta,0.920690,0.072414,0.006897,0.744575,1.000000,1.000000,0.907826,0.845690,116
RF01937,Muscle,RF01937_muscle.fasta,0.948195,0.023548,0.028257,0.906826,0.822749,0.986618,0.933333,0.919414,91
RF01938,Muscle,RF01938_muscle.fasta,0.952381,0.017316,0.030303,0.928282,1.000000,1.000000,0.956044,0.909812,66
RF01939,Muscle,RF01939_muscle.fasta,0.976068,0.010256,0.013675,0.956171,0.915359,1.000000,0.973958,0.956410,65
RF01941,Muscle,RF01941_muscle.fasta,0.645902,0.182787,0.171311,0.313731,0.920855,0.894496,0.693388,0.520036,122
RF01943,Muscle,RF01943_muscle.fasta,0.830588,0.143529,0.025882,0.613698,1.000000,0.982776,0.778571,0.736471,85
RF01945,Muscle,RF01945_muscle.fasta,0.757979,0.149823,0.092199,0.437227,0.924860,0.904594,0.784050,0.654739,94
RF01946,Muscle,RF01946_muscle.fasta,0.861140,0.080544,0.058316,0.690936,0.944951,0.976037,0.857442,0.769501,478
RF01947,Muscle,RF01947_muscle.fasta,0.837302,0.082804,0.079894,0.634468,0.827993,0.962729,0.805423,0.763087,210
RF01948,Muscle,RF01948_muscle.fasta,0.905418,0.056933,0.037649,0.773076,0.393219,0.980452,0.853704,0.851928,121
RF01950,Muscle,RF01950_muscle.fasta,0.912644,0.058333,0.029023,0.744029,0.855605,0.988208,0.851082,0.860427,232
RF01951,Muscle,RF01951_muscle.fasta,0.821679,0.084764,0.093557,0.602149,0.741945,0.964602,0.810345,0.746963,251
RF01952,Muscle,RF01952_muscle.fasta,0.907867,0.083851,0.008282,0.663145,0.786244,0.993130,0.841387,0.842172,69
RF01953,Muscle,RF01953_muscle.fasta,0.850359,0.081849,0.067791,0.658416,0.834957,0.973967,0.823197,0.768385,291
RF01954,Muscle,RF01954_muscle.fasta,0.827350,0.101709,0.070940,0.577670,0.810177,0.954119,0.750000,0.734853,117
RF01955,Muscle,RF01955_muscle.fasta,0.830214,0.081551,0.088235,0.629213,0.860245,0.966553,0.798383,0.748663,132
RF01956,Muscle,RF01956_muscle.fasta,0.816377,0.085608,0.098015,0.655010,0.788438,0.953087,0.771732,0.725910,124
RF01957,Muscle,RF01957_muscle.fasta,0.830822,0.060578,0.108600,0.723220,0.851892,0.954549,0.825126,0.764263,177
RF01959,Muscle,RF01959_muscle.fasta,0.687992,0.153355,0.158653,0.333600,0.891821,0.939304,0.755362,0.624812,1764
RF01960,Muscle,RF01960_muscle.fasta,0.515189,0.226681,0.258130,-0.185081,0.855043,0.876591,0.696069,0.418146,2524
RF01962,Muscle,RF01962_muscle.fasta,0.885945,0.095622,0.018433,0.579049,0.258199,0.984441,0.802108,0.812655,62
RF01963,Muscle,RF01963_muscle.fasta,0.857517,0.089598,0.052885,0.600402,0.894377,0.974986,0.775968,0.781410,143
RF01964,Muscle,RF01964_muscle.fasta,0.928977,0.059091,0.011932,0.741971,1.000000,0.995727,0.879587,0.878712,110
RF01965,Muscle,RF01965_muscle.fasta,0.859133,0.087719,0.053148,0.626150,0.947203,0.973805,0.803748,0.792570,114
RF01966,Muscle,RF01966_muscle.fasta,0.905489,0.069066,0.025445,0.675370,0.886038,0.985688,0.838095,0.843584,131
RF01967,Muscle,RF01967_muscle.fasta,0.873690,0.085692,0.040618,0.636550,1.000000,0.982242,0.837019,0.809594,212
RF01968,Muscle,RF01968_muscle.fasta,0.862673,0.083360,0.053967,0.609702,0.882104,0.980907,0.837363,0.785064,283
RF01969,Muscle,RF01969_muscle.fasta,0.865816,0.096513,0.037671,0.582316,0.815648,0.980392,0.786207,0.787375,146
RF01970,Muscle,RF01970_muscle.fasta,0.878641,0.058252,0.063107,0.714081,0.690784,0.971880,0.837805,0.828222,206
RF01971,Muscle,RF01971_muscle.fasta,0.876130,0.089210,0.034659,0.609947,0.716402,0.986191,0.809827,0.805304,158
RF01972,Muscle,RF01972_muscle.fasta,0.917808,0.048924,0.033268,0.776053,0.882044,0.980238,0.858333,0.874732,73
RF01973,Muscle,RF01973_muscle.fasta,0.899571,0.067361,0.033068,0.731949,0.578425,0.979425,0.834161,0.852363,71
RF01974,Muscle,RF01974_muscle.fasta,0.968966,0.029310,0.001724,0.894200,0.000000,1.000000,0.947826,0.937931,116
RF01975,Muscle,RF01975_muscle.fasta,0.892027,0.064230,0.043743,0.724781,0.977098,0.979945,0.860491,0.828350,129
